word,language
parata,Latin
쿼트,Korean
غلام,Sindhi
اوایل,Persian
കിട്ടി,Malayalam
beide,Dutch
邪,Chinese
ديك,Arabic
баҳор,Tajik
onu,Turkish
arall,Welsh
უნდა,Georgian
húr,Hungarian
deko,Shona
nyama,Swahili
також,Ukrainian
ap,Haitian
атом,Cebuano
imeri,Igbo
важкий,Ukrainian
ствар,Serbian
تابع,Arabic
ubuzima,Kinyarwanda
katsi,Shona
ទីតាំង,Khmer
ležao,Croatian
ගුණ,Sinhala
двигатель,Russian
stay,English
eigen,Frisian
യോഗ്യത,Malayalam
simbol,Croatian
خواب,Persian
empurre,Portuguese
yugurib,Uzbek
nicht,German
tất,Vietnamese
ရယ်မော,Myanmar
ເຢັນ,Lao
充電,Japanese
martwy,Polish
ibali,Xhosa
نتيجه,Pashto
sumar,Icelandic
selv,Norwegian
özü,Azerbaijani
tekanyo,Sesotho
взуття,Ukrainian
natur,Welsh
stilla,Maltese
rəqəm,Azerbaijani
სწრაფი,Georgian
niño,Spanish
oblekli,Slovenian
αυτο,Greek
manggagamot,Filipino
बेहतर,Hindi
mount,Greek
Schwanz,German
effetto,Italian
is,Afrikaans
rocă,Romanian
başlangıç,Turkish
πεθαίνω,Greek
warm,Afrikaans
جدائي,Sindhi
로그인,Korean
gito,Kinyarwanda
bach,Welsh
zitatu,Chichewa
mena,Malagasy
veľa,Slovak
प्रतीक्षा,Nepali
ප්රධාන,Sinhala
selebihnya,Malaysian
kwanza,Swahili
rumah,Indonesian
inkulumo,Zulu
इंच,Hindi
gbọ,Yoruba
umuhanda,Kinyarwanda
wọn,Yoruba
vi,Latin
시작,Korean
पैरा,Hindi
წაკითხული,Georgian
talahanayan,Filipino
vokal,Luxembourgish
よく,Japanese
산업,Korean
įeiti,Lithuanian
telah,Malaysian
kecantikan,Indonesian
hljóður,Icelandic
mchezo,Swahili
עשיתי,Hebrew
mašina,Lithuanian
anapatsa,Chichewa
സംഭവിക്കുക,Malayalam
سامونڊي,Sindhi
ditu,Basque
timu,Swahili
suksesi,Albanian
பெரிய,Tamil
زده,Pashto
தண்டனை,Tamil
sợ,Vietnamese
seukeut,Sundanese
عمل,Persian
проста,Belarusian
kvadrātveida,Latvian
қауіпсіз,Kazakh
баян,Mongolian
màcchina,Corsican
chifukwa,Chichewa
ride,English
rûberê,Kurdish
گذشته,Persian
help,English
naniraka,Malagasy
להסתכל,Hebrew
‘ō,Hawaiian
alkaen,Finnish
خارج,Arabic
blok,Malaysian
पातळ,Marathi
tre,Norwegian
மனிதன்,Tamil
muaj,Hmong
laborantza,Basque
വിശാലമായ,Malayalam
දිගටම,Sinhala
terpisah,Indonesian
maumea,Samoan
hear,Estonian
nasledovať,Slovak
ഉപ്പ്,Malayalam
වෙනත්,Sinhala
хүрээ,Mongolian
Васх,Serbian
ṣojulọyin,Yoruba
शोर,Hindi
förälder,Swedish
วรรค,Thai
械,Chinese
muda,Indonesian
éileamh,Irish
izi,Chichewa
eri,Igbo
feuille,French
sûr,French
pikkuruinen,Finnish
lesa,Icelandic
szó,Hungarian
responder,Spanish
lähetetty,Finnish
machine,Javanese
i,Albanian
lyse,Norwegian
primaju,Bosnian
ຄວາມຮູ້ສຶກ,Lao
niebezpieczeństwo,Polish
ala,Igbo
anpil,Haitian
resto,Galician
لوښه,Pashto
ਕੁੱਲ,Punjabi
අල්ලා,Sinhala
స్లిప్,Telugu
liar,Malaysian
ਰੇਲ,Punjabi
avviso,Italian
ბაზარზე,Georgian
pritisnite,Slovenian
தேவையான,Tamil
nce,Hmong
stee,Luxembourgish
monga,Chichewa
станція,Ukrainian
musamman,Hausa
ຫ້າ,Lao
halitta,Hausa
blok,Indonesian
te,Maori
да,Belarusian
воқеии,Tajik
ທັນ,Lao
bereit,German
herbergi,Icelandic
נפרד,Hebrew
ibhola,Xhosa
হৃদয়,Bengali
storia,Italian
цар,Cebuano
ilkaha,Somali
bodi,Swahili
kounye,Haitian
มีชีวิต,Thai
sära,Estonian
mgbe,Igbo
rivotra,Malagasy
Mutter,German
зуби,Ukrainian
tengesa,Shona
pagal,Lithuanian
isu,Samoan
usana,Xhosa
oświadczenie,Polish
domácí,Czech
nui,Hawaiian
golygu,Welsh
vitsivitsy,Malagasy
азыраак,Kyrgyz
skola,Latvian
grandiose,French
ಗಣಿ,Kannada
mantentzeko,Basque
bol,Slovak
tähti,Finnish
tecribe,Kurdish
dhegta,Somali
പരീക്ഷണം,Malayalam
ਦੇ,Punjabi
ကြည့်ရှု,Myanmar
tak,Dutch
principal,Catalan
cat,English
دوه,Pashto
တှေးဆ,Myanmar
n’ahịrị,Igbo
foto,Igbo
قال,Arabic
gau,Frisian
umukino,Kinyarwanda
magnet,Estonian
maart,Luxembourgish
is,Dutch
orile-ede,Yoruba
pietra,Italian
gull,Norwegian
kajabi,Sundanese
पारित,Nepali
platt,Swedish
kondisi,Indonesian
ಇನ್ನೂ,Kannada
ເກັບຮັກສາໄວ້,Lao
плоским,Ukrainian
나쁜,Korean
Plain,Pashto
လုပ်ရပ်,Myanmar
по,Cebuano
അടി,Malayalam
વિચાર,Gujarati
ibaruwa,Kinyarwanda
ຂ້າພະເຈົ້າ,Lao
apejuwe,Yoruba
יונג,Yiddish
hlau,Hmong
reka,Malaysian
sille,Frisian
last,English
század,Hungarian
අවසන්,Sinhala
өзгөрүү,Kyrgyz
ka,Sesotho
apakah,Indonesian
da,Hausa
göl,Turkish
fico,Italian
hominis,Latin
pakaian,Malaysian
sannsynlig,Norwegian
voorwaarde,Dutch
especialmente,Portuguese
oniru,Yoruba
Pflege,German
pretigi,Esperanto
ახალი,Georgian
ຂອງ,Lao
Mesec,Slovenian
малко,Bulgarian
اسمان,Pashto
vielos,Lithuanian
ákveða,Icelandic
parulla,Corsican
wari,Hausa
palaikykite,Lithuanian
ချက်ပြုတ်,Myanmar
שואל,Hebrew
ukitu,Basque
ٿيندو,Sindhi
chord,Sundanese
իմաստ,Armenian
bog,Irish
haragi,Basque
토,Korean
karịa,Igbo
ดาว,Thai
kiinni,Finnish
குளிர்,Tamil
aya,Swahili
fiaran-dalamby,Malagasy
топ,Serbian
kari,Somali
ilana,Yoruba
solusi,Javanese
efecte,Catalan
pindhah,Javanese
طلا,Persian
pahinga,Filipino
qanaqasiga,Uzbek
ọchịchị,Igbo
כדור,Hebrew
মুখ,Bengali
fornitura,Italian
otros,Spanish
blod,Danish
син,Ukrainian
തെളിഞ്ഞ,Malayalam
кіслароду,Belarusian
Draht,German
коробка,Russian
nyelv,Hungarian
stál,Icelandic
ஆரம்ப,Tamil
ده,Persian
ជើង,Khmer
pesado,Galician
उनीपछि,Nepali
schüler,Luxembourgish
chilometru,Corsican
numerale,Italian
kamiono,Esperanto
разом,Ukrainian
vaade,Estonian
kesma,Uzbek
fraksi,Indonesian
epè,Haitian
local,Corsican
बीउ,Nepali
kopec,Slovak
launin,Hausa
เธอ,Thai
Krei,Esperanto
паветра,Belarusian
masa,Azerbaijani
plocka,Swedish
viloci,Corsican
powtórz,Polish
මුහුදු,Sinhala
एकल,Hindi
ийн,Mongolian
mij,Dutch
iai,Samoan
ji,Hausa
eyodwa,Zulu
би,Macedonian
음성,Korean
‘idea,Corsican
ຈັດຂຶ້ນໃນວັນ,Lao
тук,Bulgarian
بهترين,Sindhi
te,Maori
капитан,Kazakh
gni,Norwegian
អាច,Khmer
rê,Kurdish
température,French
স্ত্রী,Bengali
terbang,Indonesian
ώθηση,Greek
тон,Macedonian
panto,Sundanese
abbastanza,Italian
بنیاد,Urdu
елемент,Macedonian
tresna,Javanese
history,English
whole,English
тънък,Bulgarian
ಅಂಶ,Kannada
الموت,Arabic
cada,Spanish
արդյունաբերություն,Armenian
um,Croatian
tawm,Hmong
माउंटन,Marathi
gesin,Afrikaans
יש,Hebrew
개최,Korean
думаю,Ukrainian
tsib,Hmong
bityo,Kinyarwanda
бар,Ukrainian
цахилгаан,Mongolian
yena,Xhosa
rinnastaa,Finnish
láb,Hungarian
nivo,Bosnian
Chef,German
kietas,Lithuanian
centów,Polish
can,Galician
सैनिक,Hindi
moci,Czech
case,English
pārvadāt,Latvian
sa,Filipino
അടങ്ങിയിട്ടുണ്ട്,Malayalam
hêk,Kurdish
докато,Bulgarian
направо,Bulgarian
багана,Mongolian
kodwa,Zulu
inkampani,Xhosa
pogled,Slovenian
দাঁড়িয়ে,Bengali
danza,Italian
आयोजित,Hindi
کړکۍ,Pashto
рис,Ukrainian
na-ekwu,Igbo
ٻه,Sindhi
nikaribû,Kurdish
өөр,Mongolian
विशिष्ट,Marathi
níos,Irish
coup,French
trừ,Vietnamese
sterk,Frisian
екип,Bulgarian
රඳා,Sinhala
упражнение,Cebuano
gubat,Filipino
nekoliko,Croatian
raadio,Estonian
numeralo,Esperanto
ngaphezulu,Zulu
យល់,Khmer
parti,Swedish
mengapa,Malaysian
sugjerojnë,Albanian
план,Belarusian
bank,Uzbek
omleech,Frisian
գլխարկը,Armenian
noch,Dutch
blu,Italian
veri,Estonian
佛,Chinese
глыбока,Belarusian
viņiem,Latvian
բարձրանալ,Armenian
واحد,Persian
digt,Danish
tường,Vietnamese
leite,Galician
dia,Malagasy
množini,Croatian
uzunlik,Uzbek
สาร,Thai
sangen,Luxembourgish
av,Hmong
slovo,Slovak
taflen,Welsh
parduotuvė,Lithuanian
vojo,Esperanto
koyi,Hausa
maikutlo,Sesotho
ụgha,Igbo
skógur,Icelandic
haholo,Sesotho
reason,English
spazio,Italian
Онлайн,Bulgarian
කට්ටලය,Sinhala
të,Albanian
oya,Kinyarwanda
точна,Ukrainian
געבראכט,Yiddish
عدة,Arabic
lykwols,Frisian
inyanga,Xhosa
hayot,Uzbek
натиснете,Cebuano
"ieiunium,",Latin
biiraan,Somali
ענלעך,Yiddish
cairt,Scots
ভাঁজ,Bengali
pānga,Maori
zieds,Latvian
yakhe,Xhosa
hoʻopololei,Hawaiian
akaoma,Shona
យក,Khmer
south,English
kada,Bosnian
미스,Korean
ບໍ່ເຄີຍ,Lao
molke,Frisian
bumili,Filipino
sind,German
дарозӣ,Tajik
אין,Yiddish
sin,Slovenian
Курс,Serbian
feumaidh,Scots
meer,Dutch
мөс,Mongolian
risolvere,Italian
gwersyll,Welsh
bala,Sesotho
talab,Uzbek
méně,Czech
kertas,Malaysian
දොර,Sinhala
paro,Slovenian
računati,Croatian
mahali,Swahili
žmona,Lithuanian
țineți,Romanian
lähettää,Finnish
calidum,Latin
այժմ,Armenian
à,Corsican
sub,Latin
သော့,Myanmar
grupa,Polish
thế,Vietnamese
نجاح,Arabic
domáce,Slovak
mingpin,Sundanese
O,Yoruba
kapab,Haitian
ara,Indonesian
представляват,Cebuano
banda,Italian
àite,Scots
krio,Esperanto
অদ্ভুত,Bengali
உடற்பயிற்சி,Tamil
Indaba,Zulu
tha,Scots
centrum,Polish
voltak,Hungarian
berkunjung,Indonesian
oti,Samoan
numeral,English
σύντομα,Greek
tany,Malagasy
bheinn,Scots
tikanga,Maori
चढ़ाई,Hindi
moon,Albanian
sân,Vietnamese
trak,Malaysian
delapan,Indonesian
အဖြေ,Myanmar
ਸਹਿਯੋਗ,Punjabi
గురించి,Telugu
raorao,Maori
ταξίδι,Greek
خود,Persian
tovább,Hungarian
शेअर,Marathi
keadaan,Malaysian
asli,Sundanese
ramo,Portuguese
samjun,Sesotho
exemplu,Romanian
तल,Hindi
দুই,Bengali
mule,Yoruba
meringankan,Malaysian
возбуди,Macedonian
편지,Korean
қафо,Tajik
একটি,Bengali
مٿي,Sindhi
medtem,Slovenian
nwaj,Haitian
オブジェクト,Japanese
бо,Tajik
эшик,Kyrgyz
フィード,Japanese
magaalada,Somali
nők,Hungarian
надолу,Cebuano
نه,Sindhi
வைத்து,Tamil
расці,Belarusian
zokwanira,Chichewa
katingali,Sundanese
څپې,Pashto
အင်ဂျင်ကို,Myanmar
সংখ্যাবৃদ্ধি,Bengali
menarik,Malaysian
tri,Croatian
kulawarga,Javanese
puolue,Finnish
termin,Polish
victorie,Romanian
అబద్ధం,Telugu
numeral,Spanish
ڪالمن,Sindhi
សំបូរបែប,Khmer
quistioni,Corsican
mino,Malagasy
ਸਾਲ,Punjabi
annað,Icelandic
ອື່ນ,Lao
kahdeksan,Finnish
ເທົ່າທຽມກັນ,Lao
ಭಾಗಲಬ್ಧ,Kannada
a,Romanian
растанӣ,Tajik
musique,French
isiphuzo,Zulu
ibere,Yoruba
उत्पाद,Hindi
வயது,Tamil
dette,Norwegian
ijwi,Kinyarwanda
trwm,Welsh
fap,Welsh
enyuka,Zulu
"மேலும்,",Tamil
unit,Somali
ചെയ്തു,Malayalam
der,Danish
xafta,Uzbek
స్టిక్,Telugu
vihollinen,Finnish
vabzdžių,Lithuanian
ดูเหมือน,Thai
eguzo,Igbo
ລົງ,Lao
zvonček,Slovak
siemen,Finnish
deireadh,Scots
stampa,Italian
etmək,Azerbaijani
බලය,Sinhala
έδαφος,Greek
μήκος,Greek
кръг,Bulgarian
dorë,Albanian
інструмент,Ukrainian
problem,Bosnian
fino,Esperanto
sere,Shona
хиляди,Cebuano
lehenengoa,Basque
բարձրացում,Armenian
अझै,Nepali
потърсите,Bulgarian
bahari,Swahili
mercado,Portuguese
føtter,Norwegian
tertentu,Indonesian
breed,Frisian
fiidka,Somali
ekkert,Icelandic
אָפֿט,Yiddish
വ്യക്തി,Malayalam
колеса,Russian
olay,Turkish
ליד,Hebrew
mu,Yoruba
واحد,Pashto
עוד,Hebrew
Wasch,German
akabera,Basque
tardus,Latin
mo,Irish
Ba,Irish
ساڄو,Sindhi
tlase,Sesotho
колона,Cebuano
ուժ,Armenian
šviesus,Lithuanian
Position,German
umusaraba,Kinyarwanda
urongwa,Shona
町,Japanese
"элс,",Mongolian
אָפּשניט,Yiddish
пет,Bulgarian
онда,Serbian
lengd,Icelandic
一個,Chinese
shumë,Albanian
πάντα,Greek
complet,Romanian
nanya,Sundanese
ee,Igbo
finish,English
mrtvi,Slovenian
ಜೋರಾಗಿ,Kannada
مهارة,Arabic
ການເດີນທາງ,Lao
закон,Cebuano
miliyoni,Chichewa
носа,Cebuano
מאַסע,Yiddish
కుర్చీ,Telugu
stim,Malaysian
soba,Bosnian
piirkond,Estonian
хвърлят,Cebuano
තරගය,Sinhala
kar,Kurdish
Jarak,Javanese
علاقے,Urdu
platea,Latin
veikts,Latvian
joiden,Finnish
anîn,Kurdish
agaghị,Igbo
前,Japanese
အကြား,Myanmar
heit,Frisian
vouloir,French
sieviete,Latvian
борлуулах,Mongolian
teraz,Polish
चिनी,Nepali
ក្នុង,Khmer
хамааралтай,Mongolian
asbob,Uzbek
kind,Afrikaans
પગ,Gujarati
dhicid,Somali
បញ្ហា,Khmer
bapa,Malaysian
kubaka,Kinyarwanda
bòidhchead,Scots
kopya,Filipino
வரைய,Tamil
tidak,Malaysian
alunecare,Romanian
snie,Frisian
արդյոք,Armenian
Знаех,Cebuano
ovi,Finnish
আনুকূল্য,Bengali
verb,English
ntau,Hmong
ugbo,Igbo
қоңырау,Kazakh
パス,Japanese
Papier,German
보다,Korean
gros,Romanian
ভাগ,Bengali
tshisinyo,Sesotho
գումար,Armenian
टायर,Hindi
neza,Kinyarwanda
embora,Portuguese
te,Maori
Peamine,Estonian
szemben,Hungarian
szaporodnak,Hungarian
ntses,Hmong
ဆုံးဖြတ်,Myanmar
sumušė,Lithuanian
féngeren,Luxembourgish
bhiza,Shona
санаж,Mongolian
baada,Swahili
mrengo,Swahili
област,Bulgarian
bohale,Sesotho
жаз,Kyrgyz
যারা,Bengali
տարբերվել,Armenian
detembo,Shona
ago,Latin
главен,Macedonian
bewege,Frisian
sin,Frisian
кілька,Ukrainian
kamp,Croatian
mbio,Swahili
Tan,Yoruba
پچه,Pashto
li,Sesotho
වොච්,Sinhala
upposta,Corsican
ഒരിക്കല്,Malayalam
жанында,Kazakh
yerüstü,Azerbaijani
alanui,Hawaiian
bunúsach,Irish
ri,Yoruba
million,English
pono,Maori
mund,Danish
uskoro,Croatian
ngomsindo,Zulu
ah,Somali
мәміле,Kazakh
оварданд,Tajik
ყველა,Georgian
dvorišče,Slovenian
cara,Spanish
nāve,Latvian
דאַמע,Yiddish
എഴുതി,Malayalam
bèt,Haitian
பிரதிநிதித்துவம்,Tamil
kè,Haitian
зат,Kazakh
rotto,Italian
шимол,Tajik
bağlı,Turkish
ita,Latin
табылған,Kazakh
final,Azerbaijani
oksygen,Norwegian
ucapan,Malaysian
પ્લાન્ટ,Gujarati
drejtë,Albanian
rikas,Finnish
دل,Sindhi
sovint,Catalan
yafashwe,Kinyarwanda
iku,Javanese
başkasının,Turkish
hat,Hungarian
dzirdēt,Latvian
mubvunzo,Shona
شقيقة,Arabic
صرف,Urdu
ալիք,Armenian
જમીન,Gujarati
儿,Chinese
ಶಬ್ದ,Kannada
hooyo,Somali
ete,Haitian
острів,Ukrainian
خوښ,Pashto
pes,Slovenian
tūpono,Maori
prawo,Polish
woestyn,Afrikaans
zavatra,Malagasy
senpaga,Esperanto
这,Chinese
giotán,Irish
nhw,Welsh
ផ្ទុយ,Khmer
умереть,Russian
хүү,Mongolian
hao,Hawaiian
gato,Spanish
arazi,Turkish
parte,Romanian
osservare,Italian
margir,Icelandic
hotoke,Maori
கொலை,Tamil
toa,Maori
her,Norwegian
le,Sesotho
диаграма,Bulgarian
quá,Vietnamese
계산,Korean
lưu,Vietnamese
stop,English
костум,Macedonian
fuaim,Irish
upptagen,Swedish
Долина,Ukrainian
zicht,Dutch
паездкі,Belarusian
-малко,Cebuano
رائحة,Arabic
zvakaitika,Shona
itū,Samoan
cyfrif,Welsh
రికార్డు,Telugu
ikad,Bosnian
קשיא,Yiddish
quente,Galician
hodorana,Malagasy
povezati,Slovenian
čekati,Bosnian
থেকে,Bengali
sota,Finnish
ветразь,Belarusian
bank,Luxembourgish
ミドル,Japanese
kialo,Esperanto
သငေ်္ဘာ,Myanmar
kruh,Bosnian
mùa,Vietnamese
trei,Romanian
doonaysid,Somali
محصول,Persian
ibalazwe,Zulu
maiņa,Latvian
umri,Swahili
кыз,Kyrgyz
נאָכפאָלגן,Yiddish
mergina,Lithuanian
توپ,Persian
పిల్లలు,Telugu
paprastas,Lithuanian
επανάληψη,Greek
محتوا,Pashto
derece,Kurdish
su,Spanish
atonu,Samoan
saw,English
chodzić,Polish
сто,Cebuano
hari,Maori
papye,Haitian
fresco,Galician
раптоўнае,Belarusian
lingua,Corsican
ўзрост,Belarusian
гнев,Russian
cair,Indonesian
ọhụrụ,Igbo
гандаль,Belarusian
søster,Danish
noho,Hawaiian
sopimus,Finnish
снизу,Russian
radi,Croatian
lang,Danish
ដូចជា,Khmer
зноў,Belarusian
व्यस्त,Marathi
vil,Norwegian
pagsubok,Filipino
Run,Bulgarian
гэр,Mongolian
nehir,Turkish
ລ້ານ,Lao
aumentando,Spanish
mivantana,Malagasy
sub,Esperanto
دور,Urdu
ойын,Kazakh
nakup,Slovenian
kortet,Norwegian
тя,Cebuano
ҳидоят,Tajik
талбай,Mongolian
ਇਕੱਠੇ,Punjabi
valo,Finnish
બાળક,Gujarati
akatungamirira,Shona
dolgo,Slovenian
złość,Polish
keeb,Hmong
ស្តាប់,Khmer
фидо,Tajik
ҷорист,Tajik
సరదాగా,Telugu
дайыма,Kyrgyz
banna,Irish
velký,Czech
сваки,Serbian
klein,German
palillo,Spanish
reo,Maori
വിപണി,Malayalam
plana,Catalan
me,Galician
تر,Pashto
ਪੈਸੇ,Punjabi
загубени,Bulgarian
õhtu,Estonian
אָנקלאַפּן,Yiddish
свет,Serbian
വിദ്യാർത്ഥി,Malayalam
ustida,Uzbek
ਪਤਲੇ,Punjabi
लहर,Marathi
mere,Igbo
Katze,German
hondo,Shona
гласно,Macedonian
ngaho,Kinyarwanda
nyenyezi,Chichewa
समाप्त,Nepali
augsta,Latvian
ciamar,Scots
pêl,Kurdish
laga,Sesotho
mümkün,Turkish
死了,Chinese
nui,Maori
לשחות,Hebrew
जाने,Nepali
ħoxna,Maltese
pare,Catalan
beaucoup,French
dhintaan,Somali
lattina,Italian
rodina,Czech
kunagi,Estonian
leathadh,Irish
басу,Kazakh
fékk,Icelandic
di,Italian
و,Persian
#NAMN?,Scots
കാര്,Malayalam
gen,Haitian
enojni,Slovenian
seksyen,Malaysian
det,Norwegian
vit,Swedish
tepi,Indonesian
शासन,Nepali
fa,Hungarian
ทศนิยม,Thai
ball,Hausa
particolarmente,Italian
u,Albanian
egwuregwu,Igbo
bastante,Spanish
siųsti,Lithuanian
igihe,Kinyarwanda
गेला,Marathi
τρίτο,Greek
හැකි,Sinhala
اصلي,Pashto
furaha,Swahili
सौ,Hindi
tangata,Maori
žena,Slovenian
pla,Catalan
приговор,Russian
legal,Galician
umfanekiso,Xhosa
nível,Portuguese
okesene,Samoan
kumi,Swahili
là,French
bustani,Swahili
nach,Scots
mwili,Swahili
Veranstaltung,German
feed,Macedonian
